timestamp,scenario,quality,hot_blast_temperature_c,hot_blast_flow_nm3_min,blast_pressure_bar,differential_pressure_bar,pci_rate_kg_thm,oxygen_enrichment_pct,top_gas_temperature_c,top_gas_co_pct,top_gas_co2_pct,stockline_m,cooling_water_delta_t_c,hot_metal_temperature_c,hot_metal_silicon_pct,gas_utilisation,permeability_index,advisory_state
2026-06-03 01:38:00,stable,GOOD,1170.29,4196.42,3.951,1.391,159.17,3.084,137.08,23.718,20.015,1.896,7.843,1489.68,0.543,0.4577,0.3521,STABLE
2026-06-03 01:39:00,stable,GOOD,1169.16,4202.97,3.955,1.418,159.87,3.074,138.96,23.626,19.793,1.939,7.811,1489.4,0.534,0.4559,0.3586,STABLE
2026-06-03 01:40:00,stable,GOOD,1165.86,4235.9,3.968,1.392,157.82,3.064,137.99,24.084,19.968,1.928,7.762,1484.71,0.514,0.4533,0.3509,STABLE
2026-06-03 01:41:00,stable,GOOD,1173.37,4188.21,3.922,1.433,160.64,3.086,136.46,23.835,20.052,1.959,7.722,1492.89,0.547,0.4569,0.3653,STABLE
2026-06-03 01:42:00,stable,GOOD,1174.08,4185.77,3.931,1.381,160.91,3.047,137.36,23.727,20.009,1.907,7.721,1490.66,0.56,0.4575,0.3513,STABLE
2026-06-03 01:43:00,stable,GOOD,1166.6,4232.04,3.945,1.407,159.33,3.054,139.49,23.725,20.093,1.862,7.956,1488.97,0.528,0.4586,0.3568,STABLE
2026-06-03 01:44:00,stable,GOOD,1177.66,4225.18,3.972,1.38,158.47,3.062,134.75,24.077,20.207,1.906,7.735,1490.43,0.537,0.4563,0.3475,STABLE
2026-06-03 01:45:00,stable,GOOD,1172.0,4191.35,3.936,1.404,159.01,3.08,140.14,23.485,20.016,1.903,7.496,1488.88,0.529,0.4601,0.3567,STABLE
2026-06-03 01:46:00,stable,GOOD,1171.64,4223.29,3.913,1.397,159.02,3.09,137.05,23.558,20.046,1.943,7.78,1490.82,0.522,0.4597,0.3571,STABLE
2026-06-03 01:47:00,stable,GOOD,1173.3,4208.32,3.968,1.414,158.88,3.068,137.48,23.758,19.981,1.851,7.475,1489.9,0.539,0.4568,0.3563,STABLE
2026-06-03 01:48:00,stable,GOOD,1168.85,4202.11,3.945,1.368,159.8,3.068,140.1,23.728,19.846,1.893,7.619,1494.78,0.565,0.4555,0.3468,STABLE
2026-06-03 01:49:00,stable,GOOD,1172.37,4200.6,3.955,1.409,159.04,3.069,135.8,23.605,19.858,1.903,7.572,1487.54,0.529,0.4569,0.3562,STABLE
2026-06-03 01:50:00,stable,GOOD,1165.26,4199.23,3.92,1.383,157.72,3.056,141.28,23.652,20.116,1.918,7.786,1490.87,0.528,0.4596,0.3528,STABLE
2026-06-03 01:51:00,stable,GOOD,1170.94,4241.3,3.936,1.41,159.49,3.081,139.13,23.45,19.994,1.917,7.616,1491.68,0.526,0.4602,0.3583,STABLE
2026-06-03 01:52:00,stable,GOOD,1173.37,4196.72,3.906,1.379,159.66,3.049,139.29,23.637,19.943,1.889,7.591,1492.33,0.541,0.4576,0.3532,STABLE
2026-06-03 01:53:00,stable,GOOD,1173.27,4194.73,3.917,1.406,158.26,3.042,134.89,23.657,19.891,1.929,7.733,1485.31,0.536,0.4568,0.3589,STABLE
2026-06-03 01:54:00,stable,GOOD,1174.39,4235.67,3.942,1.376,160.94,3.066,140.5,23.516,20.047,1.922,7.558,1487.82,0.514,0.4602,0.3491,STABLE
2026-06-03 01:55:00,stable,GOOD,1173.46,4198.04,3.926,1.369,158.59,3.088,139.14,23.581,20.104,1.921,7.44,1486.88,0.546,0.4602,0.3488,STABLE
2026-06-03 01:56:00,stable,GOOD,1173.61,4204.62,3.944,1.406,159.2,3.097,138.68,23.611,20.274,1.846,7.863,1491.49,0.544,0.462,0.3565,STABLE
2026-06-03 01:57:00,stable,GOOD,1173.52,4227.11,3.926,1.372,157.11,3.072,135.74,23.528,20.053,1.878,7.565,1491.31,0.541,0.4601,0.3495,STABLE
2026-06-03 01:58:00,stable,GOOD,1178.38,4239.62,3.928,1.396,158.88,3.086,137.32,23.635,19.799,1.918,7.709,1493.56,0.572,0.4558,0.3554,STABLE
2026-06-03 01:59:00,stable,GOOD,1177.51,4232.07,3.929,1.395,159.22,3.056,138.39,23.516,20.16,1.892,7.998,1491.06,0.536,0.4616,0.355,STABLE
2026-06-03 02:00:00,stable,GOOD,1178.54,4227.92,3.938,1.36,159.51,3.063,138.32,23.684,20.284,1.909,7.682,1489.52,0.522,0.4613,0.3453,STABLE
2026-06-03 02:01:00,stable,GOOD,1173.84,4239.99,3.921,1.387,158.33,3.072,138.53,23.677,20.171,1.92,7.737,1487.55,0.529,0.46,0.3537,STABLE
2026-06-03 02:02:00,stable,GOOD,1178.62,4198.06,3.914,1.4,159.56,3.064,137.94,23.756,20.366,1.863,7.692,1491.28,0.545,0.4616,0.3577,STABLE
2026-06-03 02:03:00,stable,GOOD,1172.1,4204.24,3.936,1.4,158.03,3.046,138.01,23.926,20.137,1.924,7.442,1491.36,0.549,0.457,0.3558,STABLE
2026-06-03 02:04:00,stable,GOOD,1167.49,4155.03,3.924,1.408,156.04,3.074,135.01,23.637,19.801,1.916,7.636,1492.52,0.543,0.4558,0.3589,STABLE
2026-06-03 02:05:00,stable,GOOD,1173.94,4235.48,3.928,1.39,158.98,3.115,135.82,23.617,20.236,1.912,7.756,1490.23,0.551,0.4614,0.354,STABLE
2026-06-03 02:06:00,stable,GOOD,1170.43,4201.17,3.916,1.41,158.75,3.11,141.45,23.367,20.038,1.871,7.549,1487.89,0.516,0.4616,0.36,STABLE
2026-06-03 02:07:00,stable,GOOD,1169.76,4234.39,3.938,1.391,157.28,3.093,137.06,23.5,20.244,1.9,7.842,1490.81,0.542,0.4628,0.3532,STABLE
2026-06-03 02:08:00,stable,GOOD,1175.35,4215.34,3.93,1.402,155.63,3.076,138.05,23.278,20.134,1.912,7.636,1492.14,0.539,0.4638,0.3566,STABLE
2026-06-03 02:09:00,stable,GOOD,1174.27,4244.1,3.897,1.374,157.32,3.072,138.1,23.605,20.297,1.931,7.746,1490.43,0.538,0.4623,0.3525,STABLE
2026-06-03 02:10:00,stable,GOOD,1169.54,4167.69,3.906,1.405,157.32,3.083,137.74,23.655,20.094,1.918,7.777,1490.0,0.529,0.4593,0.3598,STABLE
2026-06-03 02:11:00,stable,GOOD,1174.49,4202.61,3.931,1.4,159.12,3.069,139.07,23.718,20.049,1.865,7.677,1490.37,0.543,0.4581,0.3562,STABLE
2026-06-03 02:12:00,stable,GOOD,1170.79,4213.89,3.916,1.372,157.33,3.105,137.49,23.488,19.845,1.893,7.692,1490.16,0.523,0.458,0.3503,STABLE
2026-06-03 02:13:00,stable,GOOD,1177.51,4234.48,3.914,1.383,156.09,3.051,138.97,23.51,20.116,1.892,7.867,1489.1,0.53,0.4611,0.3533,STABLE
2026-06-03 02:14:00,stable,GOOD,1172.18,4212.74,3.905,1.377,157.76,3.047,139.15,23.594,19.916,1.891,7.764,1492.84,0.541,0.4577,0.3526,STABLE
2026-06-03 02:15:00,stable,GOOD,1170.21,4241.63,3.94,1.391,158.02,3.106,138.2,23.409,20.2,1.887,7.659,1486.23,0.505,0.4632,0.3531,STABLE
2026-06-03 02:16:00,stable,GOOD,1172.09,4234.33,3.904,1.368,157.32,3.054,137.22,23.53,20.003,1.871,7.994,1492.63,0.558,0.4595,0.3503,STABLE
2026-06-03 02:17:00,stable,GOOD,1173.64,4221.49,3.941,1.407,155.81,3.091,141.7,23.49,20.14,1.875,7.572,1495.25,0.553,0.4616,0.357,STABLE
2026-06-03 02:18:00,stable,GOOD,1177.67,4218.79,3.887,1.403,158.54,3.078,139.79,23.494,20.256,1.859,7.712,1488.67,0.532,0.463,0.3609,STABLE
2026-06-03 02:19:00,stable,GOOD,1176.52,4221.05,3.923,1.4,157.49,3.084,136.05,23.522,20.184,1.878,7.754,1491.97,0.544,0.4618,0.3569,STABLE
2026-06-03 02:20:00,stable,GOOD,1165.68,4221.01,3.917,1.381,160.66,3.063,138.92,23.738,20.305,1.868,7.701,1488.87,0.518,0.461,0.3526,STABLE
2026-06-03 02:21:00,stable,GOOD,1176.61,4200.14,3.909,1.372,156.2,3.06,138.42,23.626,20.109,1.884,7.889,1490.75,0.552,0.4598,0.3509,STABLE
2026-06-03 02:22:00,stable,GOOD,1169.47,4222.08,3.898,1.416,157.12,3.097,140.58,23.43,20.347,1.868,7.771,1489.66,0.515,0.4648,0.3632,STABLE
2026-06-03 02:23:00,stable,GOOD,1173.23,4182.01,3.914,1.411,156.1,3.084,138.27,23.659,20.171,1.87,7.773,1491.34,0.542,0.4602,0.3606,STABLE
2026-06-03 02:24:00,stable,GOOD,1174.65,4205.81,3.89,1.4,158.83,3.049,137.45,23.555,20.058,1.841,7.939,1490.35,0.542,0.4599,0.3599,STABLE
2026-06-03 02:25:00,stable,GOOD,1172.89,4221.13,3.914,1.424,158.01,3.091,139.65,23.57,20.012,1.869,7.765,1490.69,0.531,0.4592,0.3637,STABLE
2026-06-03 02:26:00,stable,GOOD,1170.75,4204.56,3.91,1.39,158.09,3.11,138.75,23.413,20.488,1.858,7.679,1488.72,0.498,0.4667,0.3555,STABLE
2026-06-03 02:27:00,stable,GOOD,1175.31,4226.97,3.896,1.401,157.43,3.091,136.93,23.092,20.194,1.886,7.919,1491.16,0.516,0.4665,0.3597,STABLE
2026-06-03 02:28:00,stable,GOOD,1175.78,4206.89,3.877,1.405,157.69,3.137,137.82,23.381,20.14,1.916,7.664,1489.41,0.533,0.4628,0.3625,STABLE
2026-06-03 02:29:00,stable,GOOD,1175.39,4227.58,3.888,1.418,156.02,3.062,140.88,23.353,20.34,1.851,7.982,1492.76,0.541,0.4655,0.3646,STABLE
2026-06-03 02:30:00,stable,GOOD,1173.25,4213.67,3.925,1.44,158.41,3.025,138.93,23.088,20.307,1.879,7.57,1490.01,0.52,0.468,0.3669,STABLE
2026-06-03 02:31:00,stable,GOOD,1175.02,4258.97,3.867,1.412,156.07,3.111,137.62,23.368,20.215,1.836,7.728,1492.38,0.534,0.4638,0.3651,STABLE
2026-06-03 02:32:00,stable,GOOD,1171.34,4166.74,3.894,1.406,156.53,3.094,139.35,23.407,20.262,1.857,7.775,1490.67,0.525,0.464,0.361,STABLE
2026-06-03 02:33:00,stable,GOOD,1167.33,4172.56,3.887,1.399,156.23,3.085,139.45,23.367,20.289,1.848,8.067,1491.74,0.519,0.4648,0.36,STABLE
2026-06-03 02:34:00,stable,GOOD,1168.3,4196.01,3.899,1.408,156.83,3.087,138.69,23.434,20.338,1.864,7.893,1490.15,0.509,0.4646,0.3611,STABLE
2026-06-03 02:35:00,stable,GOOD,1172.7,4175.72,3.879,1.398,156.21,3.043,139.16,23.338,20.299,1.852,7.903,1487.49,0.514,0.4652,0.3603,STABLE
2026-06-03 02:36:00,stable,GOOD,1174.3,4204.9,3.891,1.416,155.29,3.105,140.68,23.349,20.245,1.816,7.804,1487.7,0.54,0.4644,0.364,STABLE
2026-06-03 02:37:00,stable,GOOD,1174.33,4219.16,3.902,1.408,155.61,3.06,141.13,23.166,20.274,1.852,7.659,1492.3,0.539,0.4667,0.3608,STABLE
2026-06-03 02:38:00,stable,GOOD,1170.26,4203.98,3.837,1.392,155.98,3.107,140.37,23.415,20.456,1.855,7.706,1493.78,0.526,0.4663,0.3626,STABLE
2026-06-03 02:39:00,stable,GOOD,1176.25,4236.68,3.887,1.41,156.12,3.088,142.01,23.254,20.472,1.812,7.739,1490.77,0.522,0.4682,0.3628,STABLE
2026-06-03 02:40:00,stable,GOOD,1166.04,4216.12,3.876,1.407,157.89,3.1,139.09,23.563,20.428,1.855,7.713,1491.32,0.537,0.4644,0.3631,STABLE
2026-06-03 02:41:00,stable,GOOD,1171.23,4186.41,3.877,1.421,156.68,3.071,140.38,23.422,20.391,1.854,7.897,1490.84,0.533,0.4654,0.3665,STABLE
2026-06-03 02:42:00,stable,GOOD,1178.28,4200.46,3.877,1.412,155.09,3.124,141.19,23.201,20.512,1.839,7.767,1491.68,0.515,0.4692,0.3641,STABLE
2026-06-03 02:43:00,stable,GOOD,1175.3,4174.58,3.891,1.437,155.85,3.096,142.86,23.244,20.291,1.827,7.78,1491.15,0.533,0.4661,0.3694,STABLE
2026-06-03 02:44:00,stable,GOOD,1170.73,4162.13,3.887,1.416,157.32,3.133,140.07,23.033,20.445,1.85,7.865,1489.46,0.531,0.4702,0.3644,STABLE
2026-06-03 02:45:00,stable,GOOD,1174.22,4203.11,3.867,1.393,156.61,3.132,138.16,23.179,20.51,1.832,7.747,1494.36,0.539,0.4695,0.3602,STABLE
2026-06-03 02:46:00,stable,GOOD,1180.07,4191.6,3.86,1.427,156.05,3.083,141.41,23.205,20.306,1.835,7.735,1493.0,0.517,0.4667,0.3696,STABLE
2026-06-03 02:47:00,stable,GOOD,1170.64,4225.97,3.848,1.391,157.47,3.102,139.91,23.261,20.611,1.807,7.747,1491.44,0.54,0.4698,0.3616,STABLE
2026-06-03 02:48:00,stable,GOOD,1172.06,4185.69,3.872,1.388,154.4,3.107,139.74,23.146,20.303,1.824,7.914,1490.55,0.532,0.4673,0.3585,STABLE
2026-06-03 02:49:00,stable,GOOD,1168.81,4203.77,3.869,1.415,155.04,3.095,140.82,23.283,20.428,1.823,7.949,1489.08,0.551,0.4673,0.3656,STABLE
2026-06-03 02:50:00,stable,GOOD,1172.68,4168.96,3.851,1.411,155.81,3.094,139.44,23.0,20.556,1.798,7.775,1491.48,0.521,0.4719,0.3665,STABLE
2026-06-03 02:51:00,stable,GOOD,1177.3,4183.66,3.881,1.413,155.11,3.111,139.97,23.091,20.325,1.818,7.922,1488.98,0.509,0.4682,0.3642,STABLE
2026-06-03 02:52:00,stable,GOOD,1168.47,4196.15,3.892,1.417,155.44,3.122,140.71,22.852,20.5,1.822,7.692,1490.71,0.513,0.4729,0.364,STABLE
2026-06-03 02:53:00,stable,GOOD,1167.37,4224.45,3.844,1.412,151.92,3.149,140.26,23.303,20.291,1.81,7.757,1493.22,0.541,0.4655,0.3673,STABLE
2026-06-03 02:54:00,stable,GOOD,1169.72,4197.1,3.853,1.389,156.48,3.103,140.71,23.215,20.504,1.832,7.972,1492.48,0.541,0.469,0.3605,STABLE
2026-06-03 02:55:00,stable,GOOD,1176.14,4167.76,3.848,1.369,157.9,3.08,138.48,23.203,20.478,1.819,7.886,1494.26,0.531,0.4688,0.3557,STABLE
2026-06-03 02:56:00,stable,GOOD,1170.31,4224.26,3.832,1.392,155.74,3.124,140.79,23.078,20.434,1.841,7.902,1489.54,0.519,0.4696,0.3633,STABLE
2026-06-03 02:57:00,stable,GOOD,1173.81,4151.84,3.84,1.434,154.93,3.112,140.12,23.034,20.388,1.816,7.835,1487.6,0.498,0.4695,0.3734,STABLE
2026-06-03 02:58:00,stable,GOOD,1175.47,4172.19,3.884,1.375,153.84,3.134,140.34,23.166,20.268,1.803,7.935,1491.9,0.53,0.4666,0.3539,STABLE
2026-06-03 02:59:00,stable,GOOD,1174.3,4190.41,3.848,1.389,154.64,3.07,138.77,22.956,20.462,1.786,8.024,1490.76,0.527,0.4713,0.3609,STABLE
2026-06-03 03:00:00,stable,GOOD,1176.88,4194.92,3.876,1.421,156.42,3.075,140.27,22.966,20.499,1.81,7.833,1489.56,0.516,0.4716,0.3665,STABLE
2026-06-03 03:01:00,stable,GOOD,1176.52,4209.41,3.841,1.41,154.94,3.09,139.23,23.021,20.398,1.809,7.82,1493.16,0.503,0.4698,0.3671,STABLE
2026-06-03 03:02:00,stable,GOOD,1175.32,4195.67,3.849,1.402,154.36,3.132,139.67,23.055,20.511,1.804,7.735,1488.84,0.522,0.4708,0.3642,STABLE
2026-06-03 03:03:00,stable,GOOD,1172.69,4193.95,3.858,1.41,155.83,3.147,140.46,22.814,20.482,1.796,8.047,1490.11,0.528,0.4731,0.3654,STABLE
2026-06-03 03:04:00,stable,GOOD,1173.5,4212.69,3.827,1.409,154.96,3.111,136.55,22.837,20.583,1.805,7.837,1490.0,0.537,0.474,0.3682,STABLE
2026-06-03 03:05:00,stable,GOOD,1173.39,4187.51,3.824,1.386,154.38,3.12,138.59,22.871,20.338,1.793,8.004,1487.9,0.511,0.4707,0.3625,STABLE
2026-06-03 03:06:00,stable,GOOD,1169.83,4205.46,3.843,1.418,153.48,3.156,140.15,23.201,20.561,1.778,7.89,1492.08,0.544,0.4698,0.369,STABLE
2026-06-03 03:07:00,stable,GOOD,1169.58,4145.3,3.836,1.438,152.08,3.099,141.5,22.832,20.607,1.779,7.693,1490.79,0.504,0.4744,0.375,STABLE
2026-06-03 03:08:00,stable,GOOD,1175.03,4190.51,3.841,1.406,151.81,3.103,139.68,22.986,20.376,1.796,7.856,1491.37,0.548,0.4699,0.3661,STABLE
2026-06-03 03:09:00,stable,GOOD,1167.74,4154.46,3.832,1.411,154.13,3.068,139.87,22.721,20.667,1.737,7.799,1488.15,0.5,0.4763,0.3683,STABLE
2026-06-03 03:10:00,stable,GOOD,1173.99,4165.32,3.838,1.406,153.6,3.105,139.83,22.874,20.719,1.762,7.838,1489.92,0.521,0.4753,0.3662,STABLE
2026-06-03 03:11:00,stable,GOOD,1169.21,4226.35,3.845,1.409,152.66,3.131,140.79,22.834,20.867,1.828,7.85,1495.86,0.536,0.4775,0.3665,STABLE
2026-06-03 03:12:00,stable,GOOD,1172.59,4214.49,3.853,1.396,154.76,3.084,141.84,22.752,20.706,1.75,7.986,1490.16,0.479,0.4765,0.3624,STABLE
2026-06-03 03:13:00,stable,GOOD,1170.93,4179.79,3.824,1.366,155.04,3.078,140.28,22.813,20.741,1.815,7.834,1492.08,0.516,0.4762,0.3572,STABLE
2026-06-03 03:14:00,stable,GOOD,1171.82,4193.56,3.845,1.403,154.79,3.123,139.6,22.848,20.512,1.774,7.928,1493.69,0.524,0.4731,0.3648,STABLE
2026-06-03 03:15:00,stable,GOOD,1172.42,4179.5,3.849,1.413,152.58,3.137,140.25,22.901,20.668,1.776,7.815,1489.32,0.511,0.4744,0.3672,STABLE
2026-06-03 03:16:00,stable,GOOD,1174.36,4159.01,3.845,1.42,152.39,3.13,138.13,22.761,20.528,1.781,7.772,1492.1,0.515,0.4742,0.3692,STABLE
2026-06-03 03:17:00,stable,GOOD,1174.45,4209.38,3.815,1.397,153.01,3.07,143.16,22.923,20.618,1.766,7.673,1492.93,0.524,0.4735,0.3663,STABLE
2026-06-03 03:18:00,stable,GOOD,1166.74,4188.12,3.85,1.4,153.49,3.105,142.02,22.622,20.707,1.754,7.816,1489.89,0.5,0.4779,0.3637,STABLE
2026-06-03 03:19:00,stable,GOOD,1171.97,4171.08,3.855,1.4,152.77,3.157,141.03,22.687,20.784,1.743,8.001,1492.71,0.532,0.4781,0.3632,STABLE
2026-06-03 03:20:00,stable,GOOD,1174.09,4219.05,3.822,1.417,153.56,3.138,140.17,22.911,20.62,1.788,7.706,1493.4,0.544,0.4737,0.3709,STABLE
2026-06-03 03:21:00,stable,GOOD,1163.67,4169.11,3.8,1.42,154.72,3.086,139.93,22.877,20.645,1.808,7.944,1492.48,0.536,0.4744,0.3738,STABLE
2026-06-03 03:22:00,stable,GOOD,1169.22,4166.67,3.82,1.402,153.92,3.122,140.78,22.735,20.751,1.692,7.743,1493.52,0.51,0.4772,0.3672,STABLE
2026-06-03 03:23:00,stable,GOOD,1173.19,4159.49,3.803,1.423,152.6,3.07,139.95,22.885,20.823,1.718,7.924,1493.65,0.529,0.4764,0.3741,STABLE
2026-06-03 03:24:00,stable,GOOD,1166.47,4193.1,3.81,1.4,151.9,3.101,138.62,22.73,20.799,1.754,7.874,1490.56,0.496,0.4778,0.3675,STABLE
2026-06-03 03:25:00,stable,GOOD,1172.14,4188.12,3.84,1.38,153.64,3.129,139.87,22.593,20.459,1.745,7.951,1489.05,0.504,0.4752,0.3595,STABLE
2026-06-03 03:26:00,stable,GOOD,1170.09,4178.03,3.817,1.422,153.04,3.116,137.98,22.742,20.681,1.773,7.979,1493.79,0.533,0.4763,0.3727,STABLE
2026-06-03 03:27:00,stable,GOOD,1174.15,4200.55,3.806,1.401,151.14,3.15,140.63,22.692,20.756,1.752,7.758,1491.0,0.506,0.4777,0.3682,STABLE
2026-06-03 03:28:00,stable,GOOD,1170.61,4201.65,3.842,1.351,153.35,3.139,138.74,22.673,20.638,1.738,8.028,1493.24,0.547,0.4765,0.3517,STABLE
2026-06-03 03:29:00,stable,GOOD,1169.15,4192.91,3.79,1.415,152.75,3.099,138.29,22.756,20.498,1.711,7.631,1489.73,0.526,0.4739,0.3734,STABLE
2026-06-03 03:30:00,stable,GOOD,1170.17,4200.52,3.774,1.4,150.98,3.1,140.01,22.738,20.826,1.798,7.745,1492.85,0.521,0.4781,0.371,STABLE
2026-06-03 03:31:00,stable,GOOD,1179.77,4168.93,3.805,1.404,155.9,3.146,137.2,22.628,20.725,1.731,7.755,1493.8,0.521,0.4781,0.3689,STABLE
2026-06-03 03:32:00,stable,GOOD,1162.52,4172.68,3.788,1.422,153.1,3.146,143.15,22.556,20.723,1.71,7.714,1492.62,0.512,0.4788,0.3753,STABLE
2026-06-03 03:33:00,stable,GOOD,1166.76,4181.7,3.768,1.403,152.8,3.101,142.51,22.671,20.71,1.745,7.915,1495.74,0.516,0.4774,0.3723,STABLE
2026-06-03 03:34:00,stable,GOOD,1166.11,4153.82,3.821,1.392,153.0,3.133,139.23,22.869,20.707,1.787,7.864,1488.52,0.516,0.4752,0.3643,STABLE
2026-06-03 03:35:00,stable,GOOD,1168.1,4163.8,3.801,1.408,153.11,3.105,142.88,22.498,20.785,1.731,7.841,1491.54,0.508,0.4802,0.3704,STABLE
2026-06-03 03:36:00,stable,GOOD,1176.97,4196.53,3.801,1.416,152.23,3.119,140.09,22.515,20.902,1.69,7.748,1492.89,0.512,0.4814,0.3724,STABLE
2026-06-03 03:37:00,stable,GOOD,1168.85,4163.71,3.815,1.395,150.28,3.141,138.59,22.474,20.767,1.765,7.718,1491.35,0.514,0.4803,0.3658,STABLE
2026-06-03 03:38:00,stable,GOOD,1176.03,4180.41,3.802,1.422,151.79,3.142,142.74,22.453,20.983,1.692,7.797,1492.91,0.508,0.4831,0.374,STABLE
2026-06-03 03:39:00,stable,GOOD,1169.01,4182.42,3.766,1.385,151.46,3.094,141.82,22.516,20.813,1.702,7.971,1489.73,0.513,0.4803,0.3679,STABLE
2026-06-03 03:40:00,stable,GOOD,1168.36,4140.91,3.772,1.409,151.84,3.17,142.23,22.443,20.967,1.717,7.865,1492.36,0.526,0.483,0.3736,STABLE
2026-06-03 03:41:00,stable,GOOD,1163.63,4151.25,3.794,1.403,152.65,3.132,140.37,22.454,21.012,1.742,7.793,1491.26,0.528,0.4834,0.3698,STABLE
2026-06-03 03:42:00,stable,GOOD,1171.07,4170.23,3.842,1.426,152.03,3.159,140.49,22.237,20.74,1.724,7.979,1492.03,0.489,0.4826,0.3711,STABLE
2026-06-03 03:43:00,stable,GOOD,1171.88,4158.05,3.795,1.408,151.71,3.125,139.45,22.602,20.801,1.766,7.872,1495.09,0.519,0.4793,0.3712,STABLE
2026-06-03 03:44:00,stable,GOOD,1167.87,4113.19,3.787,1.441,152.23,3.105,138.22,22.51,20.781,1.68,7.907,1491.54,0.496,0.48,0.3805,STABLE
2026-06-03 03:45:00,stable,GOOD,1175.43,4194.41,3.767,1.405,151.39,3.149,142.37,22.428,20.996,1.746,8.025,1493.0,0.501,0.4835,0.373,STABLE
2026-06-03 03:46:00,stable,GOOD,1170.37,4164.75,3.771,1.411,152.05,3.161,139.22,22.428,20.958,1.712,7.773,1492.08,0.52,0.4831,0.374,STABLE
2026-06-03 03:47:00,stable,GOOD,1174.04,4196.8,3.802,1.401,152.35,3.134,141.45,22.55,20.852,1.719,7.951,1495.73,0.527,0.4804,0.3686,STABLE
2026-06-03 03:48:00,stable,GOOD,1172.13,4198.99,3.845,1.392,148.65,3.14,140.07,22.449,20.861,1.67,7.898,1494.49,0.518,0.4817,0.3621,STABLE
2026-06-03 03:49:00,stable,GOOD,1173.8,4132.76,3.801,1.419,153.57,3.104,143.13,22.478,20.833,1.7,7.951,1489.2,0.515,0.481,0.3733,STABLE
2026-06-03 03:50:00,stable,GOOD,1166.19,4131.81,3.786,1.411,151.63,3.108,142.76,22.468,20.824,1.717,7.815,1492.48,0.514,0.481,0.3726,STABLE
2026-06-03 03:51:00,stable,GOOD,1173.53,4175.8,3.743,1.405,150.82,3.151,140.89,22.64,20.929,1.678,7.991,1490.01,0.517,0.4804,0.3753,STABLE
2026-06-03 03:52:00,stable,GOOD,1171.49,4164.38,3.79,1.409,153.56,3.169,143.4,22.447,20.928,1.741,8.097,1492.46,0.51,0.4825,0.3718,STABLE
2026-06-03 03:53:00,stable,GOOD,1170.59,4170.68,3.774,1.396,151.85,3.161,140.41,22.588,21.053,1.694,7.669,1491.47,0.518,0.4824,0.3698,STABLE
2026-06-03 03:54:00,stable,GOOD,1173.04,4201.62,3.758,1.42,151.82,3.142,140.93,22.305,20.976,1.685,7.908,1489.83,0.5,0.4846,0.3778,STABLE
2026-06-03 03:55:00,stable,GOOD,1176.64,4165.56,3.767,1.406,151.53,3.127,142.71,22.412,20.91,1.713,8.008,1490.27,0.513,0.4827,0.3734,STABLE
2026-06-03 03:56:00,stable,GOOD,1167.36,4143.66,3.763,1.39,152.74,3.128,141.57,22.504,21.118,1.71,7.812,1489.54,0.516,0.4841,0.3693,STABLE
2026-06-03 03:57:00,stable,GOOD,1165.08,4170.53,3.77,1.416,153.3,3.131,142.2,22.171,21.055,1.742,7.771,1489.43,0.49,0.4871,0.3756,STABLE
2026-06-03 03:58:00,stable,GOOD,1175.03,4147.74,3.767,1.397,149.55,3.106,142.11,22.656,20.899,1.674,8.03,1490.16,0.518,0.4798,0.3707,STABLE
2026-06-03 03:59:00,stable,GOOD,1169.03,4207.78,3.761,1.399,152.45,3.109,141.1,22.392,20.742,1.682,7.899,1487.06,0.501,0.4809,0.3721,STABLE
2026-06-03 04:00:00,stable,GOOD,1170.22,4178.3,3.777,1.426,151.07,3.16,140.37,22.468,20.954,1.669,7.992,1492.1,0.516,0.4826,0.3776,STABLE
2026-06-03 04:01:00,stable,GOOD,1170.79,4200.65,3.792,1.406,151.64,3.155,141.53,22.524,20.887,1.671,7.952,1492.56,0.52,0.4812,0.3707,STABLE
2026-06-03 04:02:00,stable,GOOD,1171.45,4133.36,3.77,1.416,152.44,3.13,138.21,22.508,20.975,1.752,7.897,1491.8,0.504,0.4824,0.3756,STABLE
2026-06-03 04:03:00,stable,GOOD,1170.95,4132.57,3.769,1.405,152.0,3.059,138.12,22.847,21.05,1.721,7.991,1490.81,0.533,0.4795,0.3728,STABLE
2026-06-03 04:04:00,stable,GOOD,1173.63,4156.95,3.764,1.373,152.44,3.148,140.25,22.658,20.687,1.705,7.755,1491.58,0.519,0.4773,0.3647,STABLE
2026-06-03 04:05:00,stable,GOOD,1172.87,4150.96,3.749,1.416,151.48,3.121,141.19,22.426,21.229,1.697,7.869,1491.8,0.505,0.4863,0.3776,STABLE
2026-06-03 04:06:00,stable,GOOD,1168.84,4185.29,3.781,1.411,150.44,3.13,140.03,22.527,20.825,1.683,7.872,1493.21,0.51,0.4804,0.3733,STABLE
2026-06-03 04:07:00,stable,GOOD,1168.71,4140.47,3.766,1.377,149.25,3.12,140.81,22.311,21.045,1.723,7.729,1491.09,0.509,0.4854,0.3657,STABLE
2026-06-03 04:08:00,stable,GOOD,1172.11,4167.59,3.756,1.419,153.01,3.155,139.88,22.498,20.916,1.689,7.693,1493.36,0.514,0.4818,0.3778,STABLE
2026-06-03 04:09:00,stable,GOOD,1169.38,4209.71,3.767,1.434,151.72,3.139,139.36,22.388,21.174,1.668,7.566,1492.32,0.528,0.4861,0.3805,STABLE
